candidate,won,first_win_tick,best_10_tick_flow,best_10_tick_swaps,total_swaps,total_reactions,sustained_ticks,active_cells,glowing_cells,non_glowing_required_cells,missing_required_resources,non_glowing_cell_ids,final_score,connected_cells,layout_score,diagnostics
0,false,-1,13.50,135,10254,4446,0,16,7,9,0,cell-a-001|cell-d-001|cell-f-001|cell-f-002|cell-g-001|cell-h-001|cell-i-001|cell-l-001|red-myco-002,16008,16,1750976,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-d-001,cell-f-001,cell-f-002,cell-g-001,cell-h-001,cell-i-001,cell-l-001,red-myco-002;missingResources=none;strong=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001,red-myco-001]|[cell-f-001,cell-i-001,cell-k-002,cell-l-001]|[cell-f-002]|[red-myco-002];weak=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001,red-myco-001]|[cell-f-001,cell-i-001,cell-k-002,cell-l-001]|[cell-f-002]|[red-myco-002]"
149,false,-1,14.40,144,12230,6994,0,16,11,5,0,cell-a-001|cell-b-001|cell-c-001|cell-d-001|cell-i-001,44963,16,1567141,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-i-001;missingResources=none;strong=[cell-a-001,cell-b-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001,red-myco-002]|[cell-c-001,cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001,red-myco-001];weak=[cell-a-001,cell-b-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001,red-myco-002]|[cell-c-001,cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001,red-myco-001]"
150,false,-1,16.00,160,11085,6294,0,16,8,8,0,cell-a-001|cell-c-001|cell-d-001|cell-g-001|cell-h-001|cell-k-001|red-myco-001|red-myco-002,38727,16,1654927,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-c-001,cell-d-001,cell-g-001,cell-h-001,cell-k-001,red-myco-001,red-myco-002;missingResources=none;strong=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-f-001,cell-f-002,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-k-001,cell-k-002,cell-l-001]|[red-myco-001]|[red-myco-002];weak=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-f-001,cell-f-002,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-k-001,cell-k-002,cell-l-001]|[red-myco-001]|[red-myco-002]"
151,false,-1,12.40,124,7857,3557,0,16,5,11,1,cell-a-001|cell-b-001|cell-c-001|cell-d-001|cell-f-001|cell-g-001|cell-h-001|cell-i-001|cell-j-001|cell-k-001|red-myco-002,2545,16,1561134,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-f-001,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-k-001,red-myco-002;missingResources=B;strong=[cell-c-001,cell-d-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001,red-myco-001]|[cell-a-001,cell-e-001,cell-g-001,cell-h-001]|[cell-b-001,cell-k-001]|[cell-f-001]|[cell-j-001]|[red-myco-002];weak=[cell-c-001,cell-d-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001,red-myco-001]|[cell-a-001,cell-e-001,cell-g-001,cell-h-001]|[cell-b-001,cell-k-001]|[cell-f-001]|[cell-j-001]|[red-myco-002]"
152,false,-1,15.90,159,12868,8148,0,16,10,6,0,cell-a-001|cell-b-001|cell-c-001|cell-d-001|cell-i-001|red-myco-002,59626,16,1610066,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-i-001,red-myco-002;missingResources=none;strong=[cell-c-001,cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001,red-myco-001]|[cell-a-001,cell-b-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001]|[red-myco-002];weak=[cell-c-001,cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001,red-myco-001]|[cell-a-001,cell-b-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001]|[red-myco-002]"
153,false,-1,11.80,118,7594,3431,0,16,5,11,1,cell-a-001|cell-b-001|cell-c-001|cell-d-001|cell-f-001|cell-g-001|cell-h-001|cell-i-001|cell-j-001|cell-k-001|red-myco-002,1028,16,1553876,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-f-001,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-k-001,red-myco-002;missingResources=B;strong=[cell-c-001,cell-d-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001,red-myco-001]|[cell-a-001,cell-e-001,cell-g-001,cell-h-001]|[cell-b-001,cell-k-001]|[cell-f-001]|[cell-j-001]|[red-myco-002];weak=[cell-c-001,cell-d-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001,red-myco-001]|[cell-a-001,cell-e-001,cell-g-001,cell-h-001]|[cell-b-001,cell-k-001]|[cell-f-001]|[cell-j-001]|[red-myco-002]"
154,false,-1,14.30,143,11023,7217,0,16,9,7,1,cell-a-001|cell-b-001|cell-c-001|cell-d-001|cell-f-001|cell-i-001|red-myco-001,48750,16,1553867,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-f-001,cell-i-001,red-myco-001;missingResources=D;strong=[cell-a-001,cell-b-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001,red-myco-002]|[cell-c-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[cell-d-001]|[red-myco-001];weak=[cell-a-001,cell-b-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001,red-myco-002]|[cell-c-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[cell-d-001]|[red-myco-001]"
155,false,-1,15.00,150,11522,7860,0,15,9,7,0,cell-a-001|cell-b-001|cell-d-001|cell-i-001|cell-k-001|red-myco-001|red-myco-002,56062,16,1688470,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-d-001,cell-i-001,cell-k-001,red-myco-001,red-myco-002;missingResources=none;strong=[cell-b-001,cell-c-001,cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[cell-a-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001]|[red-myco-001]|[red-myco-002];weak=[cell-b-001,cell-c-001,cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[cell-a-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001]|[red-myco-001]|[red-myco-002]"
156,false,-1,11.30,113,8069,5127,0,15,6,10,1,cell-a-001|cell-b-001|cell-d-001|cell-g-001|cell-h-001|cell-i-001|cell-j-001|cell-k-001|red-myco-001|red-myco-002,20593,16,1588261,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-d-001,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-k-001,red-myco-001,red-myco-002;missingResources=J;strong=[cell-b-001,cell-c-001,cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[cell-a-001,cell-e-001,cell-g-001,cell-h-001]|[cell-j-001]|[cell-k-001]|[red-myco-001]|[red-myco-002];weak=[cell-b-001,cell-c-001,cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[cell-a-001,cell-e-001,cell-g-001,cell-h-001]|[cell-j-001]|[cell-k-001]|[red-myco-001]|[red-myco-002]"
157,false,-1,13.30,133,11806,6583,0,16,10,6,0,cell-a-001|cell-b-001|cell-c-001|cell-d-001|cell-h-001|cell-i-001,40171,16,1600014,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-h-001,cell-i-001;missingResources=none;strong=[cell-a-001,cell-b-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001,red-myco-002]|[cell-c-001,cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001,red-myco-001];weak=[cell-a-001,cell-b-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001,red-myco-002]|[cell-c-001,cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001,red-myco-001]"
158,false,-1,14.00,140,12052,6945,0,16,11,5,0,cell-a-001|cell-b-001|cell-c-001|cell-d-001|cell-i-001,44537,16,1567138,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-i-001;missingResources=none;strong=[cell-a-001,cell-b-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001,red-myco-002]|[cell-c-001,cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001,red-myco-001];weak=[cell-a-001,cell-b-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001,red-myco-002]|[cell-c-001,cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001,red-myco-001]"
159,false,-1,16.00,160,13370,8146,0,16,11,5,0,cell-a-001|cell-b-001|cell-c-001|cell-d-001|cell-i-001,59736,16,1667547,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-i-001;missingResources=none;strong=[cell-a-001,cell-b-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001,red-myco-002]|[cell-c-001,cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001,red-myco-001];weak=[cell-a-001,cell-b-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001,red-myco-002]|[cell-c-001,cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001,red-myco-001]"
160,false,-1,15.00,150,13353,8234,0,16,11,5,0,cell-a-001|cell-b-001|cell-c-001|cell-d-001|cell-i-001,60948,16,1663936,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-i-001;missingResources=none;strong=[cell-a-001,cell-b-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001,red-myco-002]|[cell-c-001,cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001,red-myco-001];weak=[cell-a-001,cell-b-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001,red-myco-002]|[cell-c-001,cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001,red-myco-001]"
161,false,-1,16.40,164,13770,8041,0,16,10,6,0,cell-a-001|cell-b-001|cell-d-001|cell-i-001|cell-l-001|red-myco-001,59360,16,1561372,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-d-001,cell-i-001,cell-l-001,red-myco-001;missingResources=none;strong=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-f-001,cell-f-002,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-k-001,cell-k-002,cell-l-001,red-myco-002]|[red-myco-001];weak=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-f-001,cell-f-002,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-k-001,cell-k-002,cell-l-001,red-myco-002]|[red-myco-001]"
162,false,-1,17.10,171,14162,8783,0,16,12,4,0,cell-a-001|cell-b-001|cell-i-001|cell-l-001,68297,16,1794205,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-i-001,cell-l-001;missingResources=none;strong=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-f-001,cell-f-002,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-k-001,cell-k-002,cell-l-001,red-myco-001,red-myco-002];weak=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-f-001,cell-f-002,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-k-001,cell-k-002,cell-l-001,red-myco-001,red-myco-002]"
163,false,-1,14.80,148,11696,5780,0,16,7,9,0,cell-a-001|cell-b-001|cell-d-001|cell-g-001|cell-h-001|cell-i-001|cell-l-001|red-myco-001|red-myco-002,32184,16,1607192,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-d-001,cell-g-001,cell-h-001,cell-i-001,cell-l-001,red-myco-001,red-myco-002;missingResources=none;strong=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-f-001,cell-f-002,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-k-001,cell-k-002,cell-l-001]|[red-myco-001]|[red-myco-002];weak=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-f-001,cell-f-002,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-k-001,cell-k-002,cell-l-001]|[red-myco-001]|[red-myco-002]"
164,false,-1,13.40,134,6905,4280,0,16,5,11,3,cell-a-001|cell-b-001|cell-d-001|cell-e-001|cell-g-001|cell-h-001|cell-i-001|cell-j-001|cell-k-001|red-myco-001|red-myco-002,13163,16,1604598,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-d-001,cell-e-001,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-k-001,red-myco-001,red-myco-002;missingResources=A,E,H;strong=[cell-b-001,cell-c-001,cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[cell-j-001,cell-k-001]|[cell-a-001]|[cell-e-001]|[cell-g-001]|[cell-h-001]|[red-myco-001]|[red-myco-002];weak=[cell-b-001,cell-c-001,cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[cell-j-001,cell-k-001]|[cell-a-001]|[cell-e-001]|[cell-g-001]|[cell-h-001]|[red-myco-001]|[red-myco-002]"
165,false,-1,15.40,154,6448,4427,0,16,5,11,5,cell-a-001|cell-b-001|cell-d-001|cell-e-001|cell-g-001|cell-h-001|cell-i-001|cell-j-001|cell-k-001|red-myco-001|red-myco-002,15828,16,1606632,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-d-001,cell-e-001,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-k-001,red-myco-001,red-myco-002;missingResources=A,E,G,H,J;strong=[cell-b-001,cell-c-001,cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[cell-a-001]|[cell-e-001]|[cell-g-001]|[cell-h-001]|[cell-j-001]|[cell-k-001]|[red-myco-001]|[red-myco-002];weak=[cell-b-001,cell-c-001,cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[cell-a-001]|[cell-e-001]|[cell-g-001]|[cell-h-001]|[cell-j-001]|[cell-k-001]|[red-myco-001]|[red-myco-002]"
166,false,-1,12.50,125,8287,5006,0,16,6,10,1,cell-a-001|cell-b-001|cell-d-001|cell-g-001|cell-h-001|cell-i-001|cell-j-001|cell-k-001|red-myco-001|red-myco-002,20931,16,1558778,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-d-001,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-k-001,red-myco-001,red-myco-002;missingResources=J;strong=[cell-b-001,cell-c-001,cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-001,cell-k-002,cell-l-001]|[cell-a-001,cell-e-001,cell-g-001,cell-h-001]|[cell-j-001]|[red-myco-001]|[red-myco-002];weak=[cell-b-001,cell-c-001,cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-001,cell-k-002,cell-l-001]|[cell-a-001,cell-e-001,cell-g-001,cell-h-001]|[cell-j-001]|[red-myco-001]|[red-myco-002]"
167,false,-1,16.70,167,12446,8292,0,16,10,6,0,cell-a-001|cell-b-001|cell-c-001|cell-d-001|cell-i-001|red-myco-001,61150,16,1651837,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-i-001,red-myco-001;missingResources=none;strong=[cell-a-001,cell-b-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001,red-myco-002]|[cell-c-001,cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[red-myco-001];weak=[cell-a-001,cell-b-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001,red-myco-002]|[cell-c-001,cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[red-myco-001]"
168,false,-1,15.00,150,12667,8190,0,15,10,6,0,cell-a-001|cell-b-001|cell-c-001|cell-d-001|cell-i-001|red-myco-001,59103,16,1639644,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-i-001,red-myco-001;missingResources=none;strong=[cell-a-001,cell-b-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001,red-myco-002]|[cell-c-001,cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[red-myco-001];weak=[cell-a-001,cell-b-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,cell-k-001,red-myco-002]|[cell-c-001,cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[red-myco-001]"
169,false,-1,16.10,161,13395,7104,0,16,10,6,0,cell-a-001|cell-b-001|cell-e-001|cell-i-001|cell-j-001|cell-l-001,48194,16,1778722,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-e-001,cell-i-001,cell-j-001,cell-l-001;missingResources=none;strong=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-f-001,cell-f-002,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-k-001,cell-k-002,cell-l-001,red-myco-001,red-myco-002];weak=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-f-001,cell-f-002,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-k-001,cell-k-002,cell-l-001,red-myco-001,red-myco-002]"
170,false,-1,11.00,110,6265,2867,0,14,4,12,6,cell-a-001|cell-b-001|cell-c-001|cell-d-001|cell-e-001|cell-g-001|cell-h-001|cell-i-001|cell-j-001|cell-k-001|cell-l-001|red-myco-002,-7294,16,1439700,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-k-001,cell-l-001,red-myco-002;missingResources=A,B,E,G,H,J;strong=[cell-c-001,cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001,red-myco-001]|[cell-a-001]|[cell-b-001]|[cell-e-001]|[cell-g-001]|[cell-h-001]|[cell-j-001]|[cell-k-001]|[red-myco-002];weak=[cell-c-001,cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001,red-myco-001]|[cell-a-001]|[cell-b-001]|[cell-e-001]|[cell-g-001]|[cell-h-001]|[cell-j-001]|[cell-k-001]|[red-myco-002]"
171,false,-1,10.30,103,5287,2867,0,13,3,13,7,cell-a-001|cell-b-001|cell-c-001|cell-d-001|cell-e-001|cell-g-001|cell-h-001|cell-i-001|cell-j-001|cell-k-001|cell-l-001|red-myco-001|red-myco-002,-8198,16,1258209,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-k-001,cell-l-001,red-myco-001,red-myco-002;missingResources=A,B,C,E,G,H,J;strong=[cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[cell-a-001]|[cell-b-001]|[cell-c-001]|[cell-e-001]|[cell-g-001]|[cell-h-001]|[cell-j-001]|[cell-k-001]|[red-myco-001]|[red-myco-002];weak=[cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[cell-a-001]|[cell-b-001]|[cell-c-001]|[cell-e-001]|[cell-g-001]|[cell-h-001]|[cell-j-001]|[cell-k-001]|[red-myco-001]|[red-myco-002]"
172,false,-1,11.30,113,7806,2871,0,14,4,12,4,cell-a-001|cell-b-001|cell-c-001|cell-d-001|cell-e-001|cell-f-001|cell-g-001|cell-h-001|cell-i-001|cell-j-001|cell-l-001|red-myco-002,-6368,16,1252136,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-f-001,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-l-001,red-myco-002;missingResources=A,D,E,H;strong=[cell-b-001,cell-c-001,cell-g-001,cell-j-001,cell-k-001,red-myco-001]|[cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[cell-a-001]|[cell-d-001]|[cell-e-001]|[cell-h-001]|[red-myco-002];weak=[cell-b-001,cell-c-001,cell-g-001,cell-j-001,cell-k-001,red-myco-001]|[cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[cell-a-001]|[cell-d-001]|[cell-e-001]|[cell-h-001]|[red-myco-002]"
173,false,-1,12.20,122,8673,3767,0,14,5,11,3,cell-a-001|cell-b-001|cell-d-001|cell-e-001|cell-f-001|cell-g-001|cell-h-001|cell-i-001|cell-j-001|cell-l-001|red-myco-002,4111,16,1260509,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-d-001,cell-e-001,cell-f-001,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-l-001,red-myco-002;missingResources=A,E,H;strong=[cell-b-001,cell-c-001,cell-d-001,cell-g-001,cell-j-001,cell-k-001,red-myco-001]|[cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[cell-a-001]|[cell-e-001]|[cell-f-001]|[cell-h-001]|[red-myco-002];weak=[cell-b-001,cell-c-001,cell-d-001,cell-g-001,cell-j-001,cell-k-001,red-myco-001]|[cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[cell-a-001]|[cell-e-001]|[cell-f-001]|[cell-h-001]|[red-myco-002]"
174,false,-1,13.00,130,8628,4512,0,14,6,10,3,cell-a-001|cell-b-001|cell-e-001|cell-f-002|cell-g-001|cell-h-001|cell-i-001|cell-j-001|cell-l-001|red-myco-002,13079,16,1440819,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-e-001,cell-f-002,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-l-001,red-myco-002;missingResources=A,E,H;strong=[cell-b-001,cell-c-001,cell-d-001,cell-f-001,cell-g-001,cell-i-001,cell-j-001,cell-k-001,cell-k-002,cell-l-001,red-myco-001]|[cell-a-001]|[cell-e-001]|[cell-f-002]|[cell-h-001]|[red-myco-002];weak=[cell-b-001,cell-c-001,cell-d-001,cell-f-001,cell-g-001,cell-i-001,cell-j-001,cell-k-001,cell-k-002,cell-l-001,red-myco-001]|[cell-a-001]|[cell-e-001]|[cell-f-002]|[cell-h-001]|[red-myco-002]"
175,false,-1,12.70,127,9887,4484,0,15,7,9,2,cell-a-001|cell-b-001|cell-e-001|cell-g-001|cell-h-001|cell-i-001|cell-j-001|cell-k-001|cell-l-001,13024,16,1690267,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-e-001,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-k-001,cell-l-001;missingResources=G,J;strong=[cell-b-001,cell-c-001,cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-001,cell-k-002,cell-l-001,red-myco-001]|[cell-a-001,cell-e-001,cell-h-001,red-myco-002]|[cell-g-001]|[cell-j-001];weak=[cell-b-001,cell-c-001,cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-001,cell-k-002,cell-l-001,red-myco-001]|[cell-a-001,cell-e-001,cell-h-001,red-myco-002]|[cell-g-001]|[cell-j-001]"
176,false,-1,16.20,162,13529,7711,0,16,11,5,0,cell-a-001|cell-b-001|cell-i-001|cell-k-001|cell-l-001,54478,16,1745172,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-i-001,cell-k-001,cell-l-001;missingResources=none;strong=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-f-001,cell-f-002,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-k-001,cell-k-002,cell-l-001,red-myco-001,red-myco-002];weak=[cell-a-001,cell-b-001,cell-c-001,cell-d-001,cell-e-001,cell-f-001,cell-f-002,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-k-001,cell-k-002,cell-l-001,red-myco-001,red-myco-002]"
177,false,-1,13.90,139,8205,3557,0,15,5,11,4,cell-a-001|cell-b-001|cell-e-001|cell-f-002|cell-g-001|cell-h-001|cell-i-001|cell-j-001|cell-k-002|cell-l-001|red-myco-002,2516,16,1453808,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-e-001,cell-f-002,cell-g-001,cell-h-001,cell-i-001,cell-j-001,cell-k-002,cell-l-001,red-myco-002;missingResources=A,E,H,I;strong=[cell-b-001,cell-c-001,cell-d-001,cell-f-001,cell-f-002,cell-g-001,cell-j-001,cell-k-001,cell-k-002,cell-l-001,red-myco-001]|[cell-a-001]|[cell-e-001]|[cell-h-001]|[cell-i-001]|[red-myco-002];weak=[cell-b-001,cell-c-001,cell-d-001,cell-f-001,cell-f-002,cell-g-001,cell-j-001,cell-k-001,cell-k-002,cell-l-001,red-myco-001]|[cell-a-001]|[cell-e-001]|[cell-h-001]|[cell-i-001]|[red-myco-002]"
178,false,-1,14.00,140,11493,5923,0,16,10,6,0,cell-a-001|cell-b-001|cell-i-001|cell-j-001|cell-k-001|cell-l-001,31193,16,1554065,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-i-001,cell-j-001,cell-k-001,cell-l-001;missingResources=none;strong=[cell-b-001,cell-c-001,cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-001,cell-k-002,cell-l-001,red-myco-001]|[cell-a-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,red-myco-002];weak=[cell-b-001,cell-c-001,cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-001,cell-k-002,cell-l-001,red-myco-001]|[cell-a-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001,red-myco-002]"
179,false,-1,12.70,127,9375,5486,0,15,6,10,0,cell-a-001|cell-b-001|cell-c-001|cell-e-001|cell-i-001|cell-j-001|cell-k-001|cell-l-001|red-myco-001|red-myco-002,25055,16,1398344,"alive=False;won=False;sustained=0;nonGlowing=cell-a-001,cell-b-001,cell-c-001,cell-e-001,cell-i-001,cell-j-001,cell-k-001,cell-l-001,red-myco-001,red-myco-002;missingResources=none;strong=[cell-b-001,cell-c-001,cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[cell-a-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001]|[cell-k-001]|[red-myco-001]|[red-myco-002];weak=[cell-b-001,cell-c-001,cell-d-001,cell-f-001,cell-f-002,cell-i-001,cell-k-002,cell-l-001]|[cell-a-001,cell-e-001,cell-g-001,cell-h-001,cell-j-001]|[cell-k-001]|[red-myco-001]|[red-myco-002]"
